HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES00693-[Dragon Ball Raging Blast]/PS3_GAME/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_hdd0/ -> ./dev_hdd0/
LDR: ! /dev_hdd1/ -> ./dev_hdd1/
LDR: ! /dev_flash/ -> ./dev_flash/
LDR: ! /dev_usb000/ -> ./dev_usb000/
LDR: ! /dev_usb/ -> ./dev_usb000/
LDR: ! /app_home/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES00693-[Dragon Ball Raging Blast]/PS3_GAME/
HLE: W {PPU[1] Thread (CPUThread)[0x0088f004]} cellSysmodule warning: cellSysmoduleUnloadModule(CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[1] Thread (CPUThread)[0x0066207c]} cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_ENTER_BUTTON_ASSIGN
HLE: W {PPU[1] Thread (CPUThread)[0x00893004]} sys_io warning: cellPadInit(max_connect=7)
HLE: W {PPU[1] Thread (CPUThread)[0x00893040]} sys_io warning: cellMouseInit(max_connect=1)
HLE: W {PPU[1] Thread (CPUThread)[0x006620dc]} cellSysutil warning: cellSysutilRegisterCallback(slot=0, func_addr=0x6a3c00, userdata=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0x0088f010]} cellSysmodule warning: cellSysmoduleLoadModule(CELL_SYSMODULE_IO)
HLE: W {PPU[1] Thread (CPUThread)[0x0088f010]} cellSysmodule warning: cellSysmoduleLoadModule(CELL_SYSMODULE_FS)
HLE: W {PPU[1] Thread (CPUThread)[0x0088f010]} cellSysmodule warning: cellSysmoduleLoadModule(CELL_SYSMODULE_GCM_SYS)
HLE: W {PPU[1] Thread (CPUThread)[0x0088f010]} cellSysmodule warning: cellSysmoduleLoadModule(CELL_SYSMODULE_AUDIO)
HLE: W {PPU[1] Thread (CPUThread)[0x0088f010]} cellSysmodule warning: cellSysmoduleLoadModule(CELL_SYSMODULE_FIBER)
HLE: W {PPU[1] Thread (CPUThread)[0x0088f010]} cellSysmodule warning: cellSysmoduleLoadModule(CELL_SYSMODULE_L10N)
HLE: W {PPU[1] Thread (CPUThread)[0x0088f010]} cellSysmodule warning: cellSysmoduleLoadModule(CELL_SYSMODULE_VDEC_MPEG2)
HLE: W {PPU[1] Thread (CPUThread)[0x0088f010]} cellSysmodule warning: cellSysmoduleLoadModule(CELL_SYSMODULE_SYSUTIL_NP2)
HLE: W {PPU[1] Thread (CPUThread)[0x0088f010]} cellSysmodule warning: cellSysmoduleLoadModule(CELL_SYSMODULE_NET)
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x875178, attr_addr=0xd000f740)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 15
HLE: W {PPU[1] Thread (CPUThread)[0x0059ea2c]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=true): id = 16
HLE: W {PPU[1] Thread (CPUThread)[0x0059ea60]} sys_cond warning: *** condition on recursive mutex(16)
HLE: W {PPU[1] Thread (CPUThread)[0x0059ea60]} sys_cond warning: *** condition created [] (mutex_id=16): id = 17
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x8745a8, attr_addr=0xd000f6f0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 18
HLE: ! {PPU[1] Thread (CPUThread)[0x008a501c]} sys_ppu_thread: *** New PPU Thread [cri_dlg] (joinable, entry=0x6af438): id = 19
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x884cc8, attr_addr=0xd000f7d0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 20
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x875000, attr_addr=0xd000f750)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 21
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x8751b0, attr_addr=0xd000f750)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 22
HLE: W {PPU[1] Thread (CPUThread)[0x0059ea2c]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=true): id = 23
HLE: W {PPU[1] Thread (CPUThread)[0x0059ea60]} sys_cond warning: *** condition on recursive mutex(23)
HLE: W {PPU[1] Thread (CPUThread)[0x0059ea60]} sys_cond warning: *** condition created [] (mutex_id=23): id = 24
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x874540, attr_addr=0xd000f600)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 25
HLE: ! {PPU[1] Thread (CPUThread)[0x008a501c]} sys_ppu_thread: *** New PPU Thread [cri_dlg] (joinable, entry=0x6af438): id = 26
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x88c398, attr_addr=0xd000f760)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 27
HLE: ! {PPU[1] Thread (CPUThread)[0x0088d01c]} sys_fs: "/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_ps3.dir" opened: fd = 28
HLE: W {PPU[1] Thread (CPUThread)[0x0088d004]} sys_fs warning: cellFsClose(fd=28)
HLE: ! {PPU[1] Thread (CPUThread)[0x0088d01c]} sys_fs: "/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_boot_pt_ps3.afs" opened: fd = 29
HLE: W {PPU[1] Thread (CPUThread)[0x0088d07c]} sys_fs warning: cellFsFstat(fd=29, sb_addr=0xd000f730)
HLE: ! {PPU[1] Thread (CPUThread)[0x0088d01c]} sys_fs: "/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_game_pt_ps3.afs" opened: fd = 30
HLE: W {PPU[1] Thread (CPUThread)[0x0088d07c]} sys_fs warning: cellFsFstat(fd=30, sb_addr=0xd000f730)
HLE: ! {PPU[1] Thread (CPUThread)[0x0088d01c]} sys_fs: "/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_progress_pt_ps3.afs" opened: fd = 31
HLE: W {PPU[1] Thread (CPUThread)[0x0088d07c]} sys_fs warning: cellFsFstat(fd=31, sb_addr=0xd000f730)
HLE: ! {PPU[1] Thread (CPUThread)[0x0088d01c]} sys_fs: "/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_sound_pt_ps3.afs" opened: fd = 32
HLE: W {PPU[1] Thread (CPUThread)[0x0088d07c]} sys_fs warning: cellFsFstat(fd=32, sb_addr=0xd000f730)
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x867398, attr_addr=0xd000f7b0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 33
HLE: W {PPU[1] Thread (CPUThread)[0x0055b260]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=true): id = 34
HLE: W {PPU[1] Thread (CPUThread)[0x0055b298]} sys_cond warning: *** condition on recursive mutex(34)
HLE: W {PPU[1] Thread (CPUThread)[0x0055b298]} sys_cond warning: *** condition created [] (mutex_id=34): id = 35
HLE: W {PPU[1] Thread (CPUThread)[0x0055b260]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=true): id = 36
HLE: W {PPU[1] Thread (CPUThread)[0x0055b298]} sys_cond warning: *** condition on recursive mutex(36)
HLE: W {PPU[1] Thread (CPUThread)[0x0055b298]} sys_cond warning: *** condition created [] (mutex_id=36): id = 37
HLE: W {PPU[1] Thread (CPUThread)[0x0055b260]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=true): id = 38
HLE: W {PPU[1] Thread (CPUThread)[0x0055b298]} sys_cond warning: *** condition on recursive mutex(38)
HLE: W {PPU[1] Thread (CPUThread)[0x0055b298]} sys_cond warning: *** condition created [] (mutex_id=38): id = 39
HLE: W {PPU[1] Thread (CPUThread)[0x0055b260]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=true): id = 40
HLE: W {PPU[1] Thread (CPUThread)[0x0055b298]} sys_cond warning: *** condition on recursive mutex(40)
HLE: W {PPU[1] Thread (CPUThread)[0x0055b298]} sys_cond warning: *** condition created [] (mutex_id=40): id = 41
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x874eb8, attr_addr=0xd000f6e0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 42
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x874ed8, attr_addr=0xd000f6e0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 43
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x874ef8, attr_addr=0xd000f6e0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 44
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x874f18, attr_addr=0xd000f6e0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 45
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x874f38, attr_addr=0xd000f6e0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 46
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x874f58, attr_addr=0xd000f6e0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 47
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x874f78, attr_addr=0xd000f6e0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 48
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x874f98, attr_addr=0xd000f6e0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 49
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x867408, attr_addr=0xd000f6d0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 50
HLE: ! {PPU[1] Thread (CPUThread)[0x008a501c]} sys_ppu_thread: *** New PPU Thread [cri_adxm_vv_proc] (joinable, entry=0x6ad088): id = 51
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_vv_proc, id=51(0x33), priority=100(0x64)
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x867478, attr_addr=0xd000f6d0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 52
HLE: ! {PPU[1] Thread (CPUThread)[0x008a501c]} sys_ppu_thread: *** New PPU Thread [cri_adxm_vsync_proc] (joinable, entry=0x6ad088): id = 53
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_vsync_proc, id=53(0x35), priority=500(0x1f4)
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x8674e8, attr_addr=0xd000f6d0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 54
HLE: ! {PPU[1] Thread (CPUThread)[0x008a501c]} sys_ppu_thread: *** New PPU Thread [cri_adxm_fs_proc] (joinable, entry=0x6ad088): id = 55
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_fs_proc, id=55(0x37), priority=600(0x258)
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x867558, attr_addr=0xd000f6d0)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 56
HLE: ! {PPU[1] Thread (CPUThread)[0x008a501c]} sys_ppu_thread: *** New PPU Thread [cri_adxm_idle_proc] (joinable, entry=0x6ad088): id = 57
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_idle_proc, id=57(0x39), priority=1500(0x5dc)
HLE: W {PPU[1] Thread (CPUThread)[0x00662100]} cellSysutil warning: cellAudioOutGetSoundAvailability(audioOut=0, type=0, fs=0x4, option=0)
HLE: W {PPU[1] Thread (CPUThread)[0x00662100]} cellSysutil warning: cellAudioOutGetSoundAvailability(audioOut=0, type=1, fs=0x4, option=0)
HLE: W {PPU[1] Thread (CPUThread)[0x00662100]} cellSysutil warning: cellAudioOutGetSoundAvailability(audioOut=0, type=6, fs=0x4, option=0)
HLE: W {PPU[1] Thread (CPUThread)[0x00662088]} cellSysutil warning: cellAudioOutConfigure(audioOut=0, config_addr=0xd000f978, option_addr=0x0, waitForEvent=0)
HLE: W {PPU[1] Thread (CPUThread)[0x0066213c]} cellSysutil warning: cellAudioOutGetState(audioOut=0x0, deviceIndex=0x0, state_addr=0xd000f99c)
HLE: W {PPU[1] Thread (CPUThread)[0x00666010]} cellAudio warning: cellAudioInit()
HLE: ! {Audio Thread} cellAudio: Audio thread started
HLE: W {PPU[1] Thread (CPUThread)[0x008a50e8]} sysPrxForUser warning: _sys_heap_create_heap(heap_addr=0x636ae0, align=0x20000, size=0x110000)
HLE: W {PPU[1] Thread (CPUThread)[0x008a50e8]} sysPrxForUser warning: *** sys_heap created: id = 58
HLE: W {PPU[1] Thread (CPUThread)[0x008a5064]} sysPrxForUser warning: _sys_heap_memalign(heap_id=58, align=0x10, size=0x1080)
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x30011640, attr_addr=0x30011658)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [_mxr004] (attribute=0x22): sq_id = 59
HLE: W {PPU[1] Thread (CPUThread)[0x008a5064]} sysPrxForUser warning: _sys_heap_memalign(heap_id=58, align=0x10, size=0x8280)
HLE: W {PPU[1] Thread (CPUThread)[0x00548ec4]} sys_mutex warning: *** mutex created [_mxr005] (protocol=0x2, recursive=false): id = 60
HLE: W {PPU[1] Thread (CPUThread)[0x00548ee8]} sys_cond warning: *** condition created [] (mutex_id=60): id = 61
HLE: W {PPU[1] Thread (CPUThread)[0x00548f74]} sys_mutex warning: *** mutex created [_mxr007] (protocol=0x2, recursive=false): id = 62
HLE: W {PPU[1] Thread (CPUThread)[0x00548f98]} sys_cond warning: *** condition created [] (mutex_id=62): id = 63
HLE: W {PPU[1] Thread (CPUThread)[0x0054901c]} sys_mutex warning: *** mutex created [_mxr009] (protocol=0x2, recursive=false): id = 64
HLE: W {PPU[1] Thread (CPUThread)[0x00549040]} sys_cond warning: *** condition created [] (mutex_id=64): id = 65
HLE: ! {PPU[1] Thread (CPUThread)[0x008a501c]} sys_ppu_thread: *** New PPU Thread [_sys_mixerSurBusReq] (non-joinable, entry=0x6abf28): id = 66
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x866008, attr_addr=0x866028)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [_mxr001] (attribute=0x22): sq_id = 67
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x865fe0, attr_addr=0x866038)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [_mxr002] (attribute=0x22): sq_id = 68
HLE: ! {PPU[1] Thread (CPUThread)[0x008a501c]} sys_ppu_thread: *** New PPU Thread [_cellsurMixerMain] (non-joinable, entry=0x6abfe8): id = 69
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x865b30, attr_addr=0x866054)
HLE: W {PPU[69] Thread (_cellsurMixerMain)[0x0054b2d8]} sys_event warning: sys_event_queue_create(equeue_id_addr=0x866024, attr_addr=0x8670d0, event_queue_key=0x8000cafe02460300, size=2)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [_mxr003] (attribute=0x22): sq_id = 70
HLE: W {PPU[69] Thread (_cellsurMixerMain)[0x0054b2d8]} sys_event warning: *** event_queue created [_mxr000] (protocol=0x1, type=0x1, key=0x8000cafe02460300, size=0x2): id = 71
HLE: W {PPU[1] Thread (CPUThread)[0x00666070]} cellAudio warning: cellAudioPortOpen(audioParam_addr=0x866068, portNum_addr=0x865fd8)
HLE: W {PPU[1] Thread (CPUThread)[0x00666070]} cellAudio warning: *** audio port opened(nChannel=8, nBlock=8, attr=0x0, level=1.000000): port = 0
HLE: W {PPU[1] Thread (CPUThread)[0x0066604c]} cellAudio warning: cellAudioGetPortConfig(portNum=0x0, portConfig_addr=0x866088)
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x874b98, attr_addr=0xd000f790)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 72
HLE: W {PPU[1] Thread (CPUThread)[0x00666058]} cellAudio warning: cellAudioPortStart(portNum=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0x0066601c]} cellAudio warning: cellAudioSetNotifyEventQueue(key=0x8000cafe02460300)
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x875210, attr_addr=0xd000f750)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 73
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3f77fd18, attr_addr=0xd000f580)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 74
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3f792168, attr_addr=0xd000f580)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 75
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3f7a45b8, attr_addr=0xd000f580)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 76
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3f7b6a08, attr_addr=0xd000f580)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 77
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3f7c8e58, attr_addr=0xd000f580)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 78
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3f7db2a8, attr_addr=0xd000f580)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 79
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3f7ed6f8, attr_addr=0xd000f580)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 80
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3f7ffb48, attr_addr=0xd000f580)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 81
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3f7ffb68, attr_addr=0xd000f670)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 82
HLE: W {PPU[1] Thread (CPUThread)[0x00521bf0]} sys_spu warning: sys_spu_initialize(max_usable_spu=6, max_raw_spu=0)
HLE: W {PPU[1] Thread (CPUThread)[0x008a50b8]} sys_ppu_thread warning: sys_ppu_thread_once(once_ctrl_addr=0x875914, init_addr=0x6afeb8)
HLE: W {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x8754e0, attr_addr=0xd000f430)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a5034]} sys_lwmutex: *** lwmutex created [_lc_spf] (attribute=0x22): sq_id = 83
HLE: W {PPU[1] Thread (CPUThread)[0x005babe4]} sys_event warning: sys_event_queue_create(equeue_id_addr=0x8754fc, attr_addr=0xd000f4b0, event_queue_key=0x0, size=127)
HLE: W {PPU[1] Thread (CPUThread)[0x005babe4]} sys_event warning: *** event_queue created [_lc_spf] (protocol=0x2, type=0x1, key=0x0, size=0x7f): id = 84
HLE: W {PPU[1] Thread (CPUThread)[0x005bac08]} sys_event warning: sys_event_port_create(eport_id_addr=0x875500, port_type=0x1, name=0xffffffff0000dead)
HLE: W {PPU[1] Thread (CPUThread)[0x005bac08]} sys_event warning: *** sys_event_port created: id = 85
HLE: W {PPU[1] Thread (CPUThread)[0x005bac24]} sys_event warning: sys_event_port_connect_local(eport_id=85, equeue_id=84)
HLE: ! {PPU[1] Thread (CPUThread)[0x008a501c]} sys_ppu_thread: *** New PPU Thread [_SPU_printf_server] (joinable, entry=0x6afeb0): id = 86
HLE: W {PPU[1] Thread (CPUThread)[0x008a5070]} sysPrxForUser warning: _sys_spu_printf_initialize(agcb_addr=0x6afe98, dgcb_addr=0x6afe90, atcb_addr=0x6afe88, dtcb_addr=0x6afe80)
HLE: W {PPU[1] Thread (CPUThread)[0x0066c058]} cellSpurs warning: _cellSpursAttributeInitialize(attr_addr=0xd000f560, revision=2, sdkVersion=0x270001, nSpus=5, spuPriority=250, ppuPriority=998, exitIfNoWork=0)
HLE: W {PPU[1] Thread (CPUThread)[0x0066c004]} cellSpurs warning: cellSpursAttributeSetNamePrefix(attr_addr=0xd000f560, prefix_addr=0x6367f0, size=7)
HLE: W {PPU[1] Thread (CPUThread)[0x0066c010]} cellSpurs warning: cellSpursAttributeEnableSpuPrintfIfAvailable(attr_addr=0xd000f560)
HLE: W {PPU[1] Thread (CPUThread)[0x0066c07c]} cellSpurs warning: cellSpursInitializeWithAttribute(spurs_addr=0x3f76c800, attr_addr=0xd000f560)
HLE: ! {PPU[1] Thread (CPUThread)[0x0066c07c]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 87
HLE: ! {PPU[1] Thread (CPUThread)[0x0066c07c]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 88
